"Station","Year","Month","Day","Night","DayLimit","NightLimit","Date","Name","City","State","Type","Day_Exceed","Night_Exceed","Day_Status","Night_Status"
"DEL05",2014,9,56,52,50,40,2014-09-01,"NSIT, Dwarka","Delhi","Delhi","Silence",6,12,"Exceeded","Exceeded"
"DEL05",2014,10,56,53,50,40,2014-10-01,"NSIT, Dwarka","Delhi","Delhi","Silence",6,13,"Exceeded","Exceeded"
"DEL05",2014,11,59,56,50,40,2014-11-01,"NSIT, Dwarka","Delhi","Delhi","Silence",9,16,"Exceeded","Exceeded"
"DEL05",2014,12,59,55,50,40,2014-12-01,"NSIT, Dwarka","Delhi","Delhi","Silence",9,15,"Exceeded","Exceeded"
"HYD01",2014,1,73,63,65,55,2014-01-01,"ABITS","Hyderabad","Telangana","Commercial",8,8,"Exceeded","Exceeded"
"HYD01",2014,2,72,63,65,55,2014-02-01,"ABITS","Hyderabad","Telangana","Commercial",7,8,"Exceeded","Exceeded"
"HYD01",2014,3,72,61,65,55,2014-03-01,"ABITS","Hyderabad","Telangana","Commercial",7,6,"Exceeded","Exceeded"
"HYD01",2014,4,72,62,65,55,2014-04-01,"ABITS","Hyderabad","Telangana","Commercial",7,7,"Exceeded","Exceeded"
"HYD01",2014,5,72,63,65,55,2014-05-01,"ABITS","Hyderabad","Telangana","Commercial",7,8,"Exceeded","Exceeded"
"HYD01",2014,6,73,67,65,55,2014-06-01,"ABITS","Hyderabad","Telangana","Commercial",8,12,"Exceeded","Exceeded"
"HYD01",2014,7,74,69,65,55,2014-07-01,"ABITS","Hyderabad","Telangana","Commercial",9,14,"Exceeded","Exceeded"
"HYD01",2014,8,73,65,65,55,2014-08-01,"ABITS","Hyderabad","Telangana","Commercial",8,10,"Exceeded","Exceeded"
"HYD01",2014,9,73,65,65,55,2014-09-01,"ABITS","Hyderabad","Telangana","Commercial",8,10,"Exceeded","Exceeded"
"HYD01",2014,10,76,68,65,55,2014-10-01,"ABITS","Hyderabad","Telangana","Commercial",11,13,"Exceeded","Exceeded"
"HYD01",2014,11,77,66,65,55,2014-11-01,"ABITS","Hyderabad","Telangana","Commercial",12,11,"Exceeded","Exceeded"
"HYD01",2014,12,77,66,65,55,2014-12-01,"ABITS","Hyderabad","Telangana","Commercial",12,11,"Exceeded","Exceeded"
"HYD02",2014,1,64,58,75,70,2014-01-01,"Jeedimetla","Hyderabad","Telangana","Industrial",-11,-12,"Within Limit","Within Limit"
"HYD02",2014,2,65,59,75,70,2014-02-01,"Jeedimetla","Hyderabad","Telangana","Industrial",-10,-11,"Within Limit","Within Limit"
"HYD02",2014,3,66,60,75,70,2014-03-01,"Jeedimetla","Hyderabad","Telangana","Industrial",-9,-10,"Within Limit","Within Limit"
"HYD02",2014,4,65,57,75,70,2014-04-01,"Jeedimetla","Hyderabad","Telangana","Industrial",-10,-13,"Within Limit","Within Limit"
"HYD02",2014,5,65,58,75,70,2014-05-01,"Jeedimetla","Hyderabad","Telangana","Industrial",-10,-12,"Within Limit","Within Limit"
"HYD02",2014,6,65,59,75,70,2014-06-01,"Jeedimetla","Hyderabad","Telangana","Industrial",-10,-11,"Within Limit","Within Limit"
"HYD02",2014,7,66,59,75,70,2014-07-01,"Jeedimetla","Hyderabad","Telangana","Industrial",-9,-11,"Within Limit","Within Limit"
"HYD02",2014,8,65,59,75,70,2014-08-01,"Jeedimetla","Hyderabad","Telangana","Industrial",-10,-11,"Within Limit","Within Limit"
"HYD02",2014,9,65,58,75,70,2014-09-01,"Jeedimetla","Hyderabad","Telangana","Industrial",-10,-12,"Within Limit","Within Limit"
"HYD02",2014,10,64,58,75,70,2014-10-01,"Jeedimetla","Hyderabad","Telangana","Industrial",-11,-12,"Within Limit","Within Limit"
"HYD02",2014,11,65,59,75,70,2014-11-01,"Jeedimetla","Hyderabad","Telangana","Industrial",-10,-11,"Within Limit","Within Limit"
"HYD02",2014,12,65,58,75,70,2014-12-01,"Jeedimetla","Hyderabad","Telangana","Industrial",-10,-12,"Within Limit","Within Limit"
"HYD03",2014,1,56,48,55,45,2014-01-01,"Jublee Hills","Hyderabad","Telangana","Residential",1,3,"Exceeded","Exceeded"
"HYD03",2014,2,56,48,55,45,2014-02-01,"Jublee Hills","Hyderabad","Telangana","Residential",1,3,"Exceeded","Exceeded"
"HYD03",2014,3,56,48,55,45,2014-03-01,"Jublee Hills","Hyderabad","Telangana","Residential",1,3,"Exceeded","Exceeded"
"HYD03",2014,4,55,48,55,45,2014-04-01,"Jublee Hills","Hyderabad","Telangana","Residential",0,3,"Within Limit","Exceeded"
"HYD03",2014,5,58,49,55,45,2014-05-01,"Jublee Hills","Hyderabad","Telangana","Residential",3,4,"Exceeded","Exceeded"
"HYD03",2014,6,58,50,55,45,2014-06-01,"Jublee Hills","Hyderabad","Telangana","Residential",3,5,"Exceeded","Exceeded"
"HYD03",2014,7,57,51,55,45,2014-07-01,"Jublee Hills","Hyderabad","Telangana","Residential",2,6,"Exceeded","Exceeded"
"HYD03",2014,8,55,48,55,45,2014-08-01,"Jublee Hills","Hyderabad","Telangana","Residential",0,3,"Within Limit","Exceeded"
"HYD03",2014,9,56,48,55,45,2014-09-01,"Jublee Hills","Hyderabad","Telangana","Residential",1,3,"Exceeded","Exceeded"
"HYD03",2014,10,58,49,55,45,2014-10-01,"Jublee Hills","Hyderabad","Telangana","Residential",3,4,"Exceeded","Exceeded"
"HYD03",2014,11,59,50,55,45,2014-11-01,"Jublee Hills","Hyderabad","Telangana","Residential",4,5,"Exceeded","Exceeded"
"HYD03",2014,12,60,51,55,45,2014-12-01,"Jublee Hills","Hyderabad","Telangana","Residential",5,6,"Exceeded","Exceeded"
"HYD04",2014,1,56,50,50,40,2014-01-01,"Zoo","Hyderabad","Telangana","Silence",6,10,"Exceeded","Exceeded"
"HYD04",2014,2,56,50,50,40,2014-02-01,"Zoo","Hyderabad","Telangana","Silence",6,10,"Exceeded","Exceeded"
"HYD04",2014,3,55,49,50,40,2014-03-01,"Zoo","Hyderabad","Telangana","Silence",5,9,"Exceeded","Exceeded"
"HYD04",2014,4,55,50,50,40,2014-04-01,"Zoo","Hyderabad","Telangana","Silence",5,10,"Exceeded","Exceeded"
"HYD04",2014,5,56,51,50,40,2014-05-01,"Zoo","Hyderabad","Telangana","Silence",6,11,"Exceeded","Exceeded"
"HYD04",2014,6,59,56,50,40,2014-06-01,"Zoo","Hyderabad","Telangana","Silence",9,16,"Exceeded","Exceeded"
"HYD04",2014,7,57,53,50,40,2014-07-01,"Zoo","Hyderabad","Telangana","Silence",7,13,"Exceeded","Exceeded"
"HYD04",2014,8,56,50,50,40,2014-08-01,"Zoo","Hyderabad","Telangana","Silence",6,10,"Exceeded","Exceeded"
"HYD04",2014,9,56,50,50,40,2014-09-01,"Zoo","Hyderabad","Telangana","Silence",6,10,"Exceeded","Exceeded"
"HYD04",2014,10,55,49,50,40,2014-10-01,"Zoo","Hyderabad","Telangana","Silence",5,9,"Exceeded","Exceeded"
"HYD04",2014,11,55,48,50,40,2014-11-01,"Zoo","Hyderabad","Telangana","Silence",5,8,"Exceeded","Exceeded"
"HYD04",2014,12,55,49,50,40,2014-12-01,"Zoo","Hyderabad","Telangana","Silence",5,9,"Exceeded","Exceeded"
"HYD05",2014,1,79,73,65,55,2014-01-01,"TSPCB","Hyderabad","Telangana","Commercial",14,18,"Exceeded","Exceeded"
"HYD05",2014,2,79,74,65,55,2014-02-01,"TSPCB","Hyderabad","Telangana","Commercial",14,19,"Exceeded","Exceeded"
"HYD05",2014,3,78,73,65,55,2014-03-01,"TSPCB","Hyderabad","Telangana","Commercial",13,18,"Exceeded","Exceeded"
"HYD05",2014,4,78,73,65,55,2014-04-01,"TSPCB","Hyderabad","Telangana","Commercial",13,18,"Exceeded","Exceeded"
"HYD05",2014,5,78,73,65,55,2014-05-01,"TSPCB","Hyderabad","Telangana","Commercial",13,18,"Exceeded","Exceeded"
"HYD05",2014,6,78,73,65,55,2014-06-01,"TSPCB","Hyderabad","Telangana","Commercial",13,18,"Exceeded","Exceeded"
"HYD05",2014,7,79,74,65,55,2014-07-01,"TSPCB","Hyderabad","Telangana","Commercial",14,19,"Exceeded","Exceeded"
"HYD05",2014,8,79,74,65,55,2014-08-01,"TSPCB","Hyderabad","Telangana","Commercial",14,19,"Exceeded","Exceeded"
"HYD05",2014,9,79,74,65,55,2014-09-01,"TSPCB","Hyderabad","Telangana","Commercial",14,19,"Exceeded","Exceeded"
"HYD05",2014,10,77,74,65,55,2014-10-01,"TSPCB","Hyderabad","Telangana","Commercial",12,19,"Exceeded","Exceeded"
"HYD05",2014,11,79,73,65,55,2014-11-01,"TSPCB","Hyderabad","Telangana","Commercial",14,18,"Exceeded","Exceeded"
"HYD05",2014,12,79,73,65,55,2014-12-01,"TSPCB","Hyderabad","Telangana","Commercial",14,18,"Exceeded","Exceeded"
"KOL01",2014,1,71,68,75,70,2014-01-01,"Gol Park","Kolkata","West Bengal","Industrial",-4,-2,"Within Limit","Within Limit"
"KOL01",2014,2,71,69,75,70,2014-02-01,"Gol Park","Kolkata","West Bengal","Industrial",-4,-1,"Within Limit","Within Limit"
"KOL01",2014,3,65,62,75,70,2014-03-01,"Gol Park","Kolkata","West Bengal","Industrial",-10,-8,"Within Limit","Within Limit"
"KOL01",2014,4,67,63,75,70,2014-04-01,"Gol Park","Kolkata","West Bengal","Industrial",-8,-7,"Within Limit","Within Limit"
"KOL01",2014,5,69,65,75,70,2014-05-01,"Gol Park","Kolkata","West Bengal","Industrial",-6,-5,"Within Limit","Within Limit"
"KOL01",2014,6,72,69,75,70,2014-06-01,"Gol Park","Kolkata","West Bengal","Industrial",-3,-1,"Within Limit","Within Limit"
"KOL01",2014,7,70,68,75,70,2014-07-01,"Gol Park","Kolkata","West Bengal","Industrial",-5,-2,"Within Limit","Within Limit"
"KOL01",2014,8,71,69,75,70,2014-08-01,"Gol Park","Kolkata","West Bengal","Industrial",-4,-1,"Within Limit","Within Limit"
"KOL01",2014,9,66,65,75,70,2014-09-01,"Gol Park","Kolkata","West Bengal","Industrial",-9,-5,"Within Limit","Within Limit"
"KOL01",2014,10,72,71,75,70,2014-10-01,"Gol Park","Kolkata","West Bengal","Industrial",-3,1,"Within Limit","Exceeded"
"KOL01",2014,11,73,71,75,70,2014-11-01,"Gol Park","Kolkata","West Bengal","Industrial",-2,1,"Within Limit","Exceeded"
"KOL01",2014,12,70,68,75,70,2014-12-01,"Gol Park","Kolkata","West Bengal","Industrial",-5,-2,"Within Limit","Within Limit"
"KOL02",2014,1,69,58,65,55,2014-01-01,"New Market","Kolkata","West Bengal","Commercial",4,3,"Exceeded","Exceeded"
"KOL02",2014,2,68,61,65,55,2014-02-01,"New Market","Kolkata","West Bengal","Commercial",3,6,"Exceeded","Exceeded"
"KOL02",2014,3,68,61,65,55,2014-03-01,"New Market","Kolkata","West Bengal","Commercial",3,6,"Exceeded","Exceeded"
"KOL02",2014,4,68,62,65,55,2014-04-01,"New Market","Kolkata","West Bengal","Commercial",3,7,"Exceeded","Exceeded"
"KOL02",2014,5,67,62,65,55,2014-05-01,"New Market","Kolkata","West Bengal","Commercial",2,7,"Exceeded","Exceeded"
"KOL02",2014,6,68,61,65,55,2014-06-01,"New Market","Kolkata","West Bengal","Commercial",3,6,"Exceeded","Exceeded"
"KOL02",2014,7,69,63,65,55,2014-07-01,"New Market","Kolkata","West Bengal","Commercial",4,8,"Exceeded","Exceeded"
"KOL02",2014,8,68,61,65,55,2014-08-01,"New Market","Kolkata","West Bengal","Commercial",3,6,"Exceeded","Exceeded"
"KOL02",2014,9,71,71,65,55,2014-09-01,"New Market","Kolkata","West Bengal","Commercial",6,16,"Exceeded","Exceeded"
"KOL02",2014,10,73,72,65,55,2014-10-01,"New Market","Kolkata","West Bengal","Commercial",8,17,"Exceeded","Exceeded"
"KOL02",2014,11,73,72,65,55,2014-11-01,"New Market","Kolkata","West Bengal","Commercial",8,17,"Exceeded","Exceeded"
"KOL02",2014,12,73,71,65,55,2014-12-01,"New Market","Kolkata","West Bengal","Commercial",8,16,"Exceeded","Exceeded"
"KOL03",2014,1,52,63,55,45,2014-01-01,"Patauli","Kolkata","West Bengal","Residential",-3,18,"Within Limit","Exceeded"
"KOL03",2014,3,55,48,55,45,2014-03-01,"Patauli","Kolkata","West Bengal","Residential",0,3,"Within Limit","Exceeded"
"KOL03",2014,4,55,50,55,45,2014-04-01,"Patauli","Kolkata","West Bengal","Residential",0,5,"Within Limit","Exceeded"
"KOL03",2014,5,57,51,55,45,2014-05-01,"Patauli","Kolkata","West Bengal","Residential",2,6,"Exceeded","Exceeded"
"KOL03",2014,6,56,52,55,45,2014-06-01,"Patauli","Kolkata","West Bengal","Residential",1,7,"Exceeded","Exceeded"
"KOL03",2014,7,56,51,55,45,2014-07-01,"Patauli","Kolkata","West Bengal","Residential",1,6,"Exceeded","Exceeded"
"KOL03",2014,8,56,50,55,45,2014-08-01,"Patauli","Kolkata","West Bengal","Residential",1,5,"Exceeded","Exceeded"
"KOL03",2014,9,55,50,55,45,2014-09-01,"Patauli","Kolkata","West Bengal","Residential",0,5,"Within Limit","Exceeded"
"KOL03",2014,10,55,50,55,45,2014-10-01,"Patauli","Kolkata","West Bengal","Residential",0,5,"Within Limit","Exceeded"
"KOL03",2014,11,54,47,55,45,2014-11-01,"Patauli","Kolkata","West Bengal","Residential",-1,2,"Within Limit","Exceeded"
"KOL03",2014,12,54,46,55,45,2014-12-01,"Patauli","Kolkata","West Bengal","Residential",-1,1,"Within Limit","Exceeded"
"KOL04",2014,1,61,55,50,40,2014-01-01,"SSKM Hospital","Kolkata","West Bengal","Silence",11,15,"Exceeded","Exceeded"
"KOL04",2014,2,62,55,50,40,2014-02-01,"SSKM Hospital","Kolkata","West Bengal","Silence",12,15,"Exceeded","Exceeded"
"KOL04",2014,3,62,56,50,40,2014-03-01,"SSKM Hospital","Kolkata","West Bengal","Silence",12,16,"Exceeded","Exceeded"
"KOL04",2014,4,63,58,50,40,2014-04-01,"SSKM Hospital","Kolkata","West Bengal","Silence",13,18,"Exceeded","Exceeded"
"KOL04",2014,5,64,60,50,40,2014-05-01,"SSKM Hospital","Kolkata","West Bengal","Silence",14,20,"Exceeded","Exceeded"
"KOL04",2014,6,63,58,50,40,2014-06-01,"SSKM Hospital","Kolkata","West Bengal","Silence",13,18,"Exceeded","Exceeded"
"KOL04",2014,7,63,56,50,40,2014-07-01,"SSKM Hospital","Kolkata","West Bengal","Silence",13,16,"Exceeded","Exceeded"
"KOL04",2014,8,63,56,50,40,2014-08-01,"SSKM Hospital","Kolkata","West Bengal","Silence",13,16,"Exceeded","Exceeded"
"KOL04",2014,9,63,57,50,40,2014-09-01,"SSKM Hospital","Kolkata","West Bengal","Silence",13,17,"Exceeded","Exceeded"
"KOL04",2014,10,61,56,50,40,2014-10-01,"SSKM Hospital","Kolkata","West Bengal","Silence",11,16,"Exceeded","Exceeded"
"KOL04",2014,11,61,55,50,40,2014-11-01,"SSKM Hospital","Kolkata","West Bengal","Silence",11,15,"Exceeded","Exceeded"
"KOL04",2014,12,61,54,50,40,2014-12-01,"SSKM Hospital","Kolkata","West Bengal","Silence",11,14,"Exceeded","Exceeded"
"KOL05",2014,1,64,58,65,55,2014-01-01,"WBPCB Headquarter","Kolkata","West Bengal","Commercial",-1,3,"Within Limit","Exceeded"
"KOL05",2014,2,65,60,65,55,2014-02-01,"WBPCB Headquarter","Kolkata","West Bengal","Commercial",0,5,"Within Limit","Exceeded"
"KOL05",2014,3,64,58,65,55,2014-03-01,"WBPCB Headquarter","Kolkata","West Bengal","Commercial",-1,3,"Within Limit","Exceeded"
"KOL05",2014,4,63,57,65,55,2014-04-01,"WBPCB Headquarter","Kolkata","West Bengal","Commercial",-2,2,"Within Limit","Exceeded"
"KOL05",2014,5,64,58,65,55,2014-05-01,"WBPCB Headquarter","Kolkata","West Bengal","Commercial",-1,3,"Within Limit","Exceeded"
"KOL05",2014,6,64,57,65,55,2014-06-01,"WBPCB Headquarter","Kolkata","West Bengal","Commercial",-1,2,"Within Limit","Exceeded"
"KOL05",2014,7,64,57,65,55,2014-07-01,"WBPCB Headquarter","Kolkata","West Bengal","Commercial",-1,2,"Within Limit","Exceeded"
"KOL05",2014,8,64,57,65,55,2014-08-01,"WBPCB Headquarter","Kolkata","West Bengal","Commercial",-1,2,"Within Limit","Exceeded"
"KOL05",2014,9,64,57,65,55,2014-09-01,"WBPCB Headquarter","Kolkata","West Bengal","Commercial",-1,2,"Within Limit","Exceeded"
"KOL05",2014,10,63,57,65,55,2014-10-01,"WBPCB Headquarter","Kolkata","West Bengal","Commercial",-2,2,"Within Limit","Exceeded"
"KOL05",2014,11,63,57,65,55,2014-11-01,"WBPCB Headquarter","Kolkata","West Bengal","Commercial",-2,2,"Within Limit","Exceeded"
"KOL05",2014,12,64,58,65,55,2014-12-01,"WBPCB Headquarter","Kolkata","West Bengal","Commercial",-1,3,"Within Limit","Exceeded"
"LUC01",2014,1,63,54,75,70,2014-01-01,"Talkatora","Lucknow","Uttar Pradesh","Industrial",-12,-16,"Within Limit","Within Limit"
"LUC01",2014,2,64,55,75,70,2014-02-01,"Talkatora","Lucknow","Uttar Pradesh","Industrial",-11,-15,"Within Limit","Within Limit"
"LUC01",2014,3,62,55,75,70,2014-03-01,"Talkatora","Lucknow","Uttar Pradesh","Industrial",-13,-15,"Within Limit","Within Limit"
"LUC01",2014,4,63,57,75,70,2014-04-01,"Talkatora","Lucknow","Uttar Pradesh","Industrial",-12,-13,"Within Limit","Within Limit"
"LUC01",2014,5,64,62,75,70,2014-05-01,"Talkatora","Lucknow","Uttar Pradesh","Industrial",-11,-8,"Within Limit","Within Limit"
"LUC01",2014,6,63,57,75,70,2014-06-01,"Talkatora","Lucknow","Uttar Pradesh","Industrial",-12,-13,"Within Limit","Within Limit"
"LUC01",2014,7,64,56,75,70,2014-07-01,"Talkatora","Lucknow","Uttar Pradesh","Industrial",-11,-14,"Within Limit","Within Limit"
"LUC01",2014,8,64,57,75,70,2014-08-01,"Talkatora","Lucknow","Uttar Pradesh","Industrial",-11,-13,"Within Limit","Within Limit"
"LUC01",2014,9,64,56,75,70,2014-09-01,"Talkatora","Lucknow","Uttar Pradesh","Industrial",-11,-14,"Within Limit","Within Limit"
"LUC01",2014,10,64,57,75,70,2014-10-01,"Talkatora","Lucknow","Uttar Pradesh","Industrial",-11,-13,"Within Limit","Within Limit"
"LUC01",2014,11,66,58,75,70,2014-11-01,"Talkatora","Lucknow","Uttar Pradesh","Industrial",-9,-12,"Within Limit","Within Limit"
"LUC01",2014,12,66,57,75,70,2014-12-01,"Talkatora","Lucknow","Uttar Pradesh","Industrial",-9,-13,"Within Limit","Within Limit"
"LUC02",2014,1,72,59,65,55,2014-01-01,"Hazratganj","Lucknow","Uttar Pradesh","Commercial",7,4,"Exceeded","Exceeded"
"LUC02",2014,2,73,61,65,55,2014-02-01,"Hazratganj","Lucknow","Uttar Pradesh","Commercial",8,6,"Exceeded","Exceeded"
"LUC02",2014,3,72,61,65,55,2014-03-01,"Hazratganj","Lucknow","Uttar Pradesh","Commercial",7,6,"Exceeded","Exceeded"
"LUC02",2014,4,72,61,65,55,2014-04-01,"Hazratganj","Lucknow","Uttar Pradesh","Commercial",7,6,"Exceeded","Exceeded"
"LUC02",2014,5,72,61,65,55,2014-05-01,"Hazratganj","Lucknow","Uttar Pradesh","Commercial",7,6,"Exceeded","Exceeded"
"LUC02",2014,6,72,62,65,55,2014-06-01,"Hazratganj","Lucknow","Uttar Pradesh","Commercial",7,7,"Exceeded","Exceeded"
"LUC02",2014,7,73,65,65,55,2014-07-01,"Hazratganj","Lucknow","Uttar Pradesh","Commercial",8,10,"Exceeded","Exceeded"
"LUC02",2014,8,72,61,65,55,2014-08-01,"Hazratganj","Lucknow","Uttar Pradesh","Commercial",7,6,"Exceeded","Exceeded"
"LUC02",2014,9,73,62,65,55,2014-09-01,"Hazratganj","Lucknow","Uttar Pradesh","Commercial",8,7,"Exceeded","Exceeded"
"LUC02",2014,10,73,63,65,55,2014-10-01,"Hazratganj","Lucknow","Uttar Pradesh","Commercial",8,8,"Exceeded","Exceeded"
"LUC02",2014,11,73,61,65,55,2014-11-01,"Hazratganj","Lucknow","Uttar Pradesh","Commercial",8,6,"Exceeded","Exceeded"
"LUC02",2014,12,73,60,65,55,2014-12-01,"Hazratganj","Lucknow","Uttar Pradesh","Commercial",8,5,"Exceeded","Exceeded"
"LUC03",2014,1,61,48,50,40,2014-01-01,"P.G.I. Hospital","Lucknow","Uttar Pradesh","Silence",11,8,"Exceeded","Exceeded"
"LUC03",2014,2,62,50,50,40,2014-02-01,"P.G.I. Hospital","Lucknow","Uttar Pradesh","Silence",12,10,"Exceeded","Exceeded"
"LUC03",2014,3,61,55,50,40,2014-03-01,"P.G.I. Hospital","Lucknow","Uttar Pradesh","Silence",11,15,"Exceeded","Exceeded"
"LUC03",2014,4,61,56,50,40,2014-04-01,"P.G.I. Hospital","Lucknow","Uttar Pradesh","Silence",11,16,"Exceeded","Exceeded"
"LUC03",2014,5,62,56,50,40,2014-05-01,"P.G.I. Hospital","Lucknow","Uttar Pradesh","Silence",12,16,"Exceeded","Exceeded"
"LUC03",2014,6,65,58,50,40,2014-06-01,"P.G.I. Hospital","Lucknow","Uttar Pradesh","Silence",15,18,"Exceeded","Exceeded"
"LUC03",2014,7,63,58,50,40,2014-07-01,"P.G.I. Hospital","Lucknow","Uttar Pradesh","Silence",13,18,"Exceeded","Exceeded"
"LUC03",2014,8,63,57,50,40,2014-08-01,"P.G.I. Hospital","Lucknow","Uttar Pradesh","Silence",13,17,"Exceeded","Exceeded"
"LUC03",2014,9,64,58,50,40,2014-09-01,"P.G.I. Hospital","Lucknow","Uttar Pradesh","Silence",14,18,"Exceeded","Exceeded"
"LUC03",2014,10,62,57,50,40,2014-10-01,"P.G.I. Hospital","Lucknow","Uttar Pradesh","Silence",12,17,"Exceeded","Exceeded"
"LUC03",2014,11,62,54,50,40,2014-11-01,"P.G.I. Hospital","Lucknow","Uttar Pradesh","Silence",12,14,"Exceeded","Exceeded"
"LUC03",2014,12,61,50,50,40,2014-12-01,"P.G.I. Hospital","Lucknow","Uttar Pradesh","Silence",11,10,"Exceeded","Exceeded"
"LUC04",2014,1,55,40,55,45,2014-01-01,"Indira Nagar","Lucknow","Uttar Pradesh","Residential",0,-5,"Within Limit","Within Limit"
"LUC04",2014,2,57,45,55,45,2014-02-01,"Indira Nagar","Lucknow","Uttar Pradesh","Residential",2,0,"Exceeded","Within Limit"
"LUC04",2014,3,57,48,55,45,2014-03-01,"Indira Nagar","Lucknow","Uttar Pradesh","Residential",2,3,"Exceeded","Exceeded"
"LUC04",2014,4,57,51,55,45,2014-04-01,"Indira Nagar","Lucknow","Uttar Pradesh","Residential",2,6,"Exceeded","Exceeded"
"LUC04",2014,5,57,53,55,45,2014-05-01,"Indira Nagar","Lucknow","Uttar Pradesh","Residential",2,8,"Exceeded","Exceeded"
"LUC04",2014,6,56,53,55,45,2014-06-01,"Indira Nagar","Lucknow","Uttar Pradesh","Residential",1,8,"Exceeded","Exceeded"
"LUC04",2014,7,57,53,55,45,2014-07-01,"Indira Nagar","Lucknow","Uttar Pradesh","Residential",2,8,"Exceeded","Exceeded"
"LUC04",2014,8,57,54,55,45,2014-08-01,"Indira Nagar","Lucknow","Uttar Pradesh","Residential",2,9,"Exceeded","Exceeded"
"LUC04",2014,9,58,51,55,45,2014-09-01,"Indira Nagar","Lucknow","Uttar Pradesh","Residential",3,6,"Exceeded","Exceeded"
"LUC04",2014,10,58,50,55,45,2014-10-01,"Indira Nagar","Lucknow","Uttar Pradesh","Residential",3,5,"Exceeded","Exceeded"
"LUC04",2014,11,58,48,55,45,2014-11-01,"Indira Nagar","Lucknow","Uttar Pradesh","Residential",3,3,"Exceeded","Exceeded"
"LUC04",2014,12,56,41,55,45,2014-12-01,"Indira Nagar","Lucknow","Uttar Pradesh","Residential",1,-4,"Exceeded","Within Limit"
"LUC05",2014,1,70,58,50,40,2014-01-01,"Gomti Nagar","Lucknow","Uttar Pradesh","Silence",20,18,"Exceeded","Exceeded"
"LUC05",2014,2,69,60,50,40,2014-02-01,"Gomti Nagar","Lucknow","Uttar Pradesh","Silence",19,20,"Exceeded","Exceeded"
"LUC05",2014,3,71,61,50,40,2014-03-01,"Gomti Nagar","Lucknow","Uttar Pradesh","Silence",21,21,"Exceeded","Exceeded"
"LUC05",2014,4,71,61,50,40,2014-04-01,"Gomti Nagar","Lucknow","Uttar Pradesh","Silence",21,21,"Exceeded","Exceeded"
"LUC05",2014,5,71,63,50,40,2014-05-01,"Gomti Nagar","Lucknow","Uttar Pradesh","Silence",21,23,"Exceeded","Exceeded"
"LUC05",2014,6,69,64,50,40,2014-06-01,"Gomti Nagar","Lucknow","Uttar Pradesh","Silence",19,24,"Exceeded","Exceeded"
"LUC05",2014,7,70,63,50,40,2014-07-01,"Gomti Nagar","Lucknow","Uttar Pradesh","Silence",20,23,"Exceeded","Exceeded"
"LUC05",2014,8,69,61,50,40,2014-08-01,"Gomti Nagar","Lucknow","Uttar Pradesh","Silence",19,21,"Exceeded","Exceeded"
"LUC05",2014,9,69,61,50,40,2014-09-01,"Gomti Nagar","Lucknow","Uttar Pradesh","Silence",19,21,"Exceeded","Exceeded"
"LUC05",2014,10,67,60,50,40,2014-10-01,"Gomti Nagar","Lucknow","Uttar Pradesh","Silence",17,20,"Exceeded","Exceeded"
"LUC05",2014,11,68,60,50,40,2014-11-01,"Gomti Nagar","Lucknow","Uttar Pradesh","Silence",18,20,"Exceeded","Exceeded"
"LUC05",2014,12,67,57,50,40,2014-12-01,"Gomti Nagar","Lucknow","Uttar Pradesh","Silence",17,17,"Exceeded","Exceeded"
"MUM01",2014,1,66,61,50,40,2014-01-01,"ASHP Hospital","Mumbai","Maharashtra","Silence",16,21,"Exceeded","Exceeded"
"MUM01",2014,2,65,60,50,40,2014-02-01,"ASHP Hospital","Mumbai","Maharashtra","Silence",15,20,"Exceeded","Exceeded"
"MUM01",2014,3,65,61,50,40,2014-03-01,"ASHP Hospital","Mumbai","Maharashtra","Silence",15,21,"Exceeded","Exceeded"
"MUM01",2014,4,65,60,50,40,2014-04-01,"ASHP Hospital","Mumbai","Maharashtra","Silence",15,20,"Exceeded","Exceeded"
"MUM01",2014,5,64,60,50,40,2014-05-01,"ASHP Hospital","Mumbai","Maharashtra","Silence",14,20,"Exceeded","Exceeded"
"MUM01",2014,6,70,60,50,40,2014-06-01,"ASHP Hospital","Mumbai","Maharashtra","Silence",20,20,"Exceeded","Exceeded"
"MUM01",2014,7,70,63,50,40,2014-07-01,"ASHP Hospital","Mumbai","Maharashtra","Silence",20,23,"Exceeded","Exceeded"
"MUM01",2014,8,66,61,50,40,2014-08-01,"ASHP Hospital","Mumbai","Maharashtra","Silence",16,21,"Exceeded","Exceeded"
"MUM01",2014,9,66,60,50,40,2014-09-01,"ASHP Hospital","Mumbai","Maharashtra","Silence",16,20,"Exceeded","Exceeded"
"MUM01",2014,10,65,60,50,40,2014-10-01,"ASHP Hospital","Mumbai","Maharashtra","Silence",15,20,"Exceeded","Exceeded"
"MUM01",2014,11,65,60,50,40,2014-11-01,"ASHP Hospital","Mumbai","Maharashtra","Silence",15,20,"Exceeded","Exceeded"
"MUM01",2014,12,65,61,50,40,2014-12-01,"ASHP Hospital","Mumbai","Maharashtra","Silence",15,21,"Exceeded","Exceeded"
"MUM02",2014,1,70,67,65,55,2014-01-01,"Bandra","Mumbai","Maharashtra","Commercial",5,12,"Exceeded","Exceeded"
"MUM02",2014,2,70,68,65,55,2014-02-01,"Bandra","Mumbai","Maharashtra","Commercial",5,13,"Exceeded","Exceeded"
